"","name","m2","droppings"
"191","Noerholm_V (1304).JPG",8.83438702822471,35
"192","Noerholm_V (1306).JPG",8.83438702822471,20
"193","Noerholm_V (1308).JPG",8.83438702822471,63
"194","Noerholm_V (131).JPG",6.0287593897715,83
"195","Noerholm_V (1310).JPG",8.83438702822471,85
"196","Noerholm_V (1312).JPG",8.83438702822471,63
"197","Noerholm_V (1313).JPG",8.83438702822471,115
"198","Noerholm_V (1315).JPG",8.83438702822471,105
"199","Noerholm_V (1317).JPG",8.83438702822471,107
"200","Noerholm_V (1319).JPG",8.83438702822471,112
"201","Noerholm_V (1322).JPG",8.0828796250676,79
"202","Noerholm_V (1324).JPG",6.68006580584099,38
"203","Noerholm_V (1325).JPG",6.68006580584099,58
"204","Noerholm_V (1327).JPG",6.68006580584099,24
"205","Noerholm_V (1329).JPG",6.0287593897715,60
"206","Noerholm_V (1331).JPG",6.68006580584099,100
"207","Noerholm_V (1332).JPG",6.68006580584099,92
"208","Noerholm_V (1333).JPG",6.68006580584099,76
"209","Noerholm_V (1335).JPG",6.68006580584099,101
"210","Noerholm_V (1336).JPG",6.68006580584099,70
"211","Noerholm_V (1337).JPG",6.68006580584099,54
"212","Noerholm_V (1338).JPG",6.68006580584099,40
"213","Noerholm_V (1339).JPG",6.68006580584099,34
"214","Noerholm_V (134).JPG",4.82634754472012,94
"215","Noerholm_V (1341).JPG",6.68006580584099,40
"216","Noerholm_V (1343).JPG",7.3647725509397,38
"217","Noerholm_V (1345).JPG",6.68006580584099,20
"218","Noerholm_V (1348).JPG",6.68006580584099,14
"219","Noerholm_V (1350).JPG",6.68006580584099,34
"220","Noerholm_V (1351).JPG",6.68006580584099,30
"221","Noerholm_V (1352).JPG",6.68006580584099,24
"222","Noerholm_V (1353).JPG",6.68006580584099,17
"223","Noerholm_V (1355).JPG",6.68006580584099,12
"224","Noerholm_V (1357).JPG",6.68006580584099,24
"225","Noerholm_V (1359).JPG",6.0287593897715,18
"226","Noerholm_V (136).JPG",5.41085330273121,120
"227","Noerholm_V (1361).JPG",6.0287593897715,39
"228","Noerholm_V (1363).JPG",6.68006580584099,46
"229","Noerholm_V (1364).JPG",6.68006580584099,34
"230","Noerholm_V (1366).JPG",6.68006580584099,25
"231","Noerholm_V (1368).JPG",6.0287593897715,33
"232","Noerholm_V (1370).JPG",6.68006580584099,32
"233","Noerholm_V (1372).JPG",6.68006580584099,30
"234","Noerholm_V (1373).JPG",6.68006580584099,17
"235","Noerholm_V (1375).JPG",6.68006580584099,21
"236","Noerholm_V (1377).JPG",6.68006580584099,17
"237","Noerholm_V (1379).JPG",6.0287593897715,9
"238","Noerholm_V (138).JPG",5.41085330273121,148
"239","Noerholm_V (1381).JPG",6.0287593897715,8
"240","Noerholm_V (1383).JPG",6.68006580584099,16
"241","Noerholm_V (1386).JPG",6.0287593897715,16
"242","Noerholm_V (1388).JPG",6.0287593897715,18
"243","Noerholm_V (1390).JPG",6.68006580584099,31
"244","Noerholm_V (1392).JPG",6.68006580584099,25
"245","Noerholm_V (1394).JPG",6.0287593897715,18
"246","Noerholm_V (1396).JPG",6.0287593897715,49
"247","Noerholm_V (1398).JPG",6.68006580584099,54
"248","Noerholm_V (14).JPG",6.0287593897715,23
"249","Noerholm_V (140).JPG",5.41085330273121,108
"250","Noerholm_V (1400).JPG",6.0287593897715,56
"251","Noerholm_V (1402).JPG",6.68006580584099,37
"252","Noerholm_V (1404).JPG",6.0287593897715,56
"253","Noerholm_V (1406).JPG",6.0287593897715,24
"254","Noerholm_V (1408).JPG",6.0287593897715,39
"255","Noerholm_V (1410).JPG",6.68006580584099,23
"256","Noerholm_V (1412).JPG",6.68006580584099,7
"257","Noerholm_V (1414).JPG",6.68006580584099,32
"258","Noerholm_V (1416).JPG",6.68006580584099,32
"259","Noerholm_V (1418).JPG",6.68006580584099,43
"260","Noerholm_V (142).JPG",5.41085330273121,68
"261","Noerholm_V (1420).JPG",6.0287593897715,43
"262","Noerholm_V (1423).JPG",6.0287593897715,40
"263","Noerholm_V (1425).JPG",6.68006580584099,34
"264","Noerholm_V (1426).JPG",6.68006580584099,18
"265","Noerholm_V (1428).JPG",6.0287593897715,12
"266","Noerholm_V (1429).JPG",6.0287593897715,16
"267","Noerholm_V (1430).JPG",6.68006580584099,26
"268","Noerholm_V (1431).JPG",6.68006580584099,29
"269","Noerholm_V (1433).JPG",6.0287593897715,25
"270","Noerholm_V (1434).JPG",6.68006580584099,25
"271","Noerholm_V (1436).JPG",6.0287593897715,32
"272","Noerholm_V (1438).JPG",6.0287593897715,82
"273","Noerholm_V (1439).JPG",6.68006580584099,50
"274","Noerholm_V (144).JPG",6.0287593897715,75
"275","Noerholm_V (1441).JPG",6.68006580584099,29
"276","Noerholm_V (1443).JPG",6.68006580584099,98
"277","Noerholm_V (1444).JPG",6.68006580584099,51
"278","Noerholm_V (1446).JPG",6.68006580584099,65
"279","Noerholm_V (1448).JPG",6.68006580584099,48
"280","Noerholm_V (1449).JPG",6.68006580584099,47
"281","Noerholm_V (1450).JPG",6.68006580584099,56
"282","Noerholm_V (1451).JPG",6.0287593897715,54
"283","Noerholm_V (1453).JPG",6.0287593897715,47
"284","Noerholm_V (1455).JPG",6.0287593897715,72
"285","Noerholm_V (1457).JPG",6.68006580584099,35
"286","Noerholm_V (146).JPG",5.41085330273121,71
"287","Noerholm_V (1460).JPG",6.0287593897715,27
"288","Noerholm_V (1463).JPG",6.68006580584099,37
"289","Noerholm_V (1465).JPG",6.68006580584099,42
"290","Noerholm_V (1467).JPG",6.0287593897715,42
"291","Noerholm_V (1469).JPG",6.0287593897715,49
"292","Noerholm_V (1471).JPG",6.68006580584099,39
"293","Noerholm_V (1473).JPG",6.68006580584099,30
"294","Noerholm_V (1475).JPG",6.68006580584099,60
"295","Noerholm_V (1477).JPG",6.68006580584099,35
"296","Noerholm_V (1479).JPG",6.68006580584099,42
"297","Noerholm_V (148).JPG",5.41085330273121,85
"298","Noerholm_V (1481).JPG",6.68006580584099,63
"299","Noerholm_V (1483).JPG",6.68006580584099,17
"300","Noerholm_V (1485).JPG",6.68006580584099,29
"301","Noerholm_V (1487).JPG",6.68006580584099,24
"302","Noerholm_V (1488).JPG",6.68006580584099,12
"303","Noerholm_V (1490).JPG",6.68006580584099,4
"304","Noerholm_V (1492).JPG",6.68006580584099,14
"305","Noerholm_V (1494).JPG",6.68006580584099,28
"306","Noerholm_V (1496).JPG",6.68006580584099,17
"307","Noerholm_V (1497).JPG",6.68006580584099,20
"308","Noerholm_V (1499).JPG",6.0287593897715,15
"309","Noerholm_V (150).JPG",5.41085330273121,82
"310","Noerholm_V (1501).JPG",10.8217066054624,0
"311","Noerholm_V (1502).JPG",18.1846235825672,0
"312","Noerholm_V (1503).JPG",18.1846235825672,0
"313","Noerholm_V (1504).JPG",19.2385895208221,0
"314","Noerholm_V (1505).JPG",18.1846235825672,0
"315","Noerholm_V (1506).JPG",19.2385895208221,0
"316","Noerholm_V (1507).JPG",19.2385895208221,0
"317","Noerholm_V (1508).JPG",19.2385895208221,0
"318","Noerholm_V (1509).JPG",19.2385895208221,51
"319","Noerholm_V (1511).JPG",19.2385895208221,84
"320","Noerholm_V (1514).JPG",3.3400329029205,7
"321","Noerholm_V (1516).JPG",3.3400329029205,3
"322","Noerholm_V (1518).JPG",4.80964738020552,5
"323","Noerholm_V (1520).JPG",4.29008670641788,8
"324","Noerholm_V (1522).JPG",5.93783627185866,4
"325","Noerholm_V (1524).JPG",7.18478188894898,15
"326","Noerholm_V (1526).JPG",7.85278846953308,13
"327","Noerholm_V (1529).JPG",7.85278846953308,17
"328","Noerholm_V (153).JPG",5.41085330273121,53
"329","Noerholm_V (1531).JPG",7.85278846953308,45
"330","Noerholm_V (1533).JPG",7.85278846953308,39
"331","Noerholm_V (1534).JPG",7.85278846953308,31
"332","Noerholm_V (1536).JPG",7.18478188894898,70
"333","Noerholm_V (1538).JPG",4.80964738020552,29
"334","Noerholm_V (1539).JPG",4.80964738020552,47
"335","Noerholm_V (1541).JPG",5.35889723535244,78
"336","Noerholm_V (1543).JPG",5.35889723535244,101
"337","Noerholm_V (1545).JPG",4.80964738020552,68
"338","Noerholm_V (1547).JPG",4.80964738020552,39
"339","Noerholm_V (1549).JPG",5.35889723535244,27
"340","Noerholm_V (155).JPG",5.41085330273121,48
"341","Noerholm_V (1551).JPG",5.35889723535244,34
"342","Noerholm_V (1553).JPG",4.80964738020552,15
"343","Noerholm_V (1554).JPG",5.35889723535244,17
"344","Noerholm_V (1556).JPG",4.80964738020552,27
"345","Noerholm_V (1558).JPG",5.35889723535244,52
"346","Noerholm_V (1560).JPG",4.80964738020552,85
"347","Noerholm_V (1561).JPG",5.35889723535244,60
"348","Noerholm_V (1562).JPG",4.80964738020552,65
"349","Noerholm_V (1563).JPG",4.80964738020552,57
"350","Noerholm_V (1564).JPG",5.35889723535244,59
"351","Noerholm_V (1566).JPG",5.35889723535244,43
"352","Noerholm_V (1568).JPG",4.80964738020552,72
"353","Noerholm_V (157).JPG",5.41085330273121,69
"354","Noerholm_V (1570).JPG",4.80964738020552,47
"355","Noerholm_V (1571).JPG",4.80964738020552,31
"356","Noerholm_V (1572).JPG",4.80964738020552,32
"357","Noerholm_V (1574).JPG",4.80964738020552,67
"358","Noerholm_V (1576).JPG",4.80964738020552,93
"359","Noerholm_V (1578).JPG",4.80964738020552,43
"360","Noerholm_V (1580).JPG",4.80964738020552,53
"361","Noerholm_V (1582).JPG",4.80964738020552,45
"362","Noerholm_V (1584).JPG",5.35889723535244,27
"363","Noerholm_V (1586).JPG",5.35889723535244,37
"364","Noerholm_V (1587).JPG",4.80964738020552,34
"365","Noerholm_V (1589).JPG",4.80964738020552,32
"366","Noerholm_V (159).JPG",5.41085330273121,41
"367","Noerholm_V (1591).JPG",4.80964738020552,27
"368","Noerholm_V (1592).JPG",4.80964738020552,34
"369","Noerholm_V (1594).JPG",4.80964738020552,21
"370","Noerholm_V (1596).JPG",5.35889723535244,38
"371","Noerholm_V (1598).JPG",5.35889723535244,39
"372","Noerholm_V (1599).JPG",5.35889723535244,42
"373","Noerholm_V (16).JPG",7.3647725509397,61
"374","Noerholm_V (1601).JPG",5.35889723535244,41
"375","Noerholm_V (1603).JPG",5.35889723535244,41
"376","Noerholm_V (1605).JPG",5.93783627185866,47
"377","Noerholm_V (1607).JPG",5.35889723535244,41
"378","Noerholm_V (1609).JPG",5.35889723535244,38
"379","Noerholm_V (1611).JPG",5.35889723535244,38
"380","Noerholm_V (1613).JPG",5.35889723535244,41
"381","Noerholm_V (1615).JPG",5.35889723535244,40
"382","Noerholm_V (1617).JPG",5.93783627185866,22
"383","Noerholm_V (1619).JPG",5.93783627185866,24
"384","Noerholm_V (162).JPG",7.3647725509397,27
"385","Noerholm_V (1621).JPG",5.35889723535244,23
"386","Noerholm_V (1623).JPG",5.93783627185866,36
"387","Noerholm_V (1625).JPG",5.93783627185866,45
"388","Noerholm_V (1627).JPG",5.93783627185866,48
"389","Noerholm_V (1629).JPG",5.93783627185866,27
"390","Noerholm_V (1631).JPG",5.93783627185866,26
"391","Noerholm_V (1633).JPG",5.35889723535244,28
"392","Noerholm_V (1635).JPG",5.35889723535244,34
"393","Noerholm_V (1637).JPG",5.35889723535244,33
"394","Noerholm_V (1638).JPG",5.35889723535244,39
"395","Noerholm_V (164).JPG",14.0448383567807,20
"396","Noerholm_V (1640).JPG",5.35889723535244,47
"397","Noerholm_V (1642).JPG",5.35889723535244,41
"398","Noerholm_V (1644).JPG",5.35889723535244,36
"399","Noerholm_V (1646).JPG",5.35889723535244,64
"400","Noerholm_V (1648).JPG",5.93783627185866,61
"401","Noerholm_V (1650).JPG",5.93783627185866,24
"402","Noerholm_V (1652).JPG",5.35889723535244,3
"403","Noerholm_V (1654).JPG",5.35889723535244,4
"404","Noerholm_V (1656).JPG",5.93783627185866,27
"405","Noerholm_V (1658).JPG",5.93783627185866,2
"406","Noerholm_V (166).JPG",13.0929289794484,51
"407","Noerholm_V (1661).JPG",5.35889723535244,11
"408","Noerholm_V (1663).JPG",5.35889723535244,11
"409","Noerholm_V (1665).JPG",5.35889723535244,22
"410","Noerholm_V (1667).JPG",4.80964738020552,46
"411","Noerholm_V (1668).JPG",5.35889723535244,30
"412","Noerholm_V (1670).JPG",4.80964738020552,34
"413","Noerholm_V (1672).JPG",4.80964738020552,12
"414","Noerholm_V (1674).JPG",5.35889723535244,24
"415","Noerholm_V (1676).JPG",5.35889723535244,12
"416","Noerholm_V (1678).JPG",5.35889723535244,14
"417","Noerholm_V (1679).JPG",5.93783627185866,16
"418","Noerholm_V (168).JPG",13.0929289794484,24
"419","Noerholm_V (1680).JPG",5.35889723535244,47
"420","Noerholm_V (1681).JPG",5.93783627185866,24
"421","Noerholm_V (1683).JPG",5.35889723535244,50
"422","Noerholm_V (1684).JPG",5.35889723535244,57
"423","Noerholm_V (1686).JPG",5.35889723535244,60
"424","Noerholm_V (1688).JPG",5.93783627185866,37
"425","Noerholm_V (1690).JPG",5.93783627185866,53
"426","Noerholm_V (1695).JPG",5.35889723535244,31
"427","Noerholm_V (1698).JPG",5.35889723535244,45
"428","Noerholm_V (1703).JPG",5.35889723535244,50
"429","Noerholm_V (1705).JPG",5.35889723535244,54
"430","Noerholm_V (1707).JPG",5.35889723535244,29
"431","Noerholm_V (1709).JPG",5.35889723535244,42
"432","Noerholm_V (171).JPG",20.4577015303881,62
"433","Noerholm_V (1710).JPG",5.35889723535244,28
"434","Noerholm_V (1712).JPG",5.35889723535244,50
"435","Noerholm_V (1714).JPG",5.35889723535244,41
"436","Noerholm_V (1715).JPG",5.35889723535244,10
"437","Noerholm_V (1718).JPG",5.35889723535244,23
"438","Noerholm_V (1720).JPG",4.80964738020552,42
"439","Noerholm_V (1721).JPG",5.35889723535244,31
"440","Noerholm_V (1724).JPG",5.35889723535244,31
"441","Noerholm_V (1727).JPG",5.35889723535244,29
"442","Noerholm_V (1729).JPG",5.35889723535244,40
"443","Noerholm_V (173).JPG",19.3053901788805,85
"444","Noerholm_V (1738).JPG",5.35889723535244,32
"445","Noerholm_V (1740).JPG",5.35889723535244,20
"446","Noerholm_V (1742).JPG",5.35889723535244,18
"447","Noerholm_V (1743).JPG",5.35889723535244,22
"448","Noerholm_V (1745).JPG",5.35889723535244,41
"449","Noerholm_V (1748).JPG",5.35889723535244,34
"450","Noerholm_V (175).JPG",19.3053901788805,91
"451","Noerholm_V (1753).JPG",5.35889723535244,44
"452","Noerholm_V (1755).JPG",5.35889723535244,50
"453","Noerholm_V (1757).JPG",5.35889723535244,51
"454","Noerholm_V (1759).JPG",5.35889723535244,35
"455","Noerholm_V (176).JPG",19.3053901788805,64
"456","Noerholm_V (1760).JPG",5.35889723535244,53
"457","Noerholm_V (1762).JPG",5.35889723535244,31
"458","Noerholm_V (1764).JPG",5.35889723535244,27
"459","Noerholm_V (1766).JPG",5.35889723535244,46
"460","Noerholm_V (1767).JPG",5.35889723535244,32
"461","Noerholm_V (1769).JPG",5.35889723535244,39
"462","Noerholm_V (1770).JPG",5.35889723535244,3
"463","Noerholm_V (1772).JPG",5.35889723535244,3
"464","Noerholm_V (1774).JPG",5.35889723535244,5
"465","Noerholm_V (1776).JPG",5.93783627185866,3
"466","Noerholm_V (1778).JPG",5.93783627185866,3
"467","Noerholm_V (178).JPG",19.3053901788805,70
"468","Noerholm_V (1780).JPG",5.93783627185866,4
"469","Noerholm_V (1782).JPG",7.18478188894898,8
"470","Noerholm_V (1784).JPG",7.18478188894898,7
"471","Noerholm_V (1786).JPG",7.18478188894898,4
"472","Noerholm_V (179).JPG",20.4577015303881,79
"473","Noerholm_V (1792).JPG",7.18478188894898,27
"474","Noerholm_V (1799).JPG",7.18478188894898,4
"475","Noerholm_V (18).JPG",7.3647725509397,46
"476","Noerholm_V (1801).JPG",7.18478188894898,2
"477","Noerholm_V (1804).JPG",6.54646448972417,2
"478","Noerholm_V (1806).JPG",7.18478188894898,2
"479","Noerholm_V (1808).JPG",7.18478188894898,8
"480","Noerholm_V (181).JPG",20.4577015303881,87
"481","Noerholm_V (1810).JPG",7.18478188894898,5
"482","Noerholm_V (1818).JPG",7.18478188894898,16
"483","Noerholm_V (1820).JPG",7.18478188894898,16
"484","Noerholm_V (1822).JPG",7.18478188894898,19
"485","Noerholm_V (1824).JPG",7.85278846953308,23
"486","Noerholm_V (1826).JPG",7.18478188894898,13
"487","Noerholm_V (1828).JPG",7.18478188894898,50
"488","Noerholm_V (1829).JPG",7.18478188894898,35
"489","Noerholm_V (1830).JPG",7.85278846953308,22
"490","Noerholm_V (1831).JPG",7.85278846953308,19
"491","Noerholm_V (1833).JPG",7.18478188894898,49
"492","Noerholm_V (1836).JPG",5.93783627185866,23
"493","Noerholm_V (1837).JPG",5.93783627185866,24
"494","Noerholm_V (1839).JPG",5.93783627185866,4
"495","Noerholm_V (1841).JPG",5.35889723535244,17
"496","Noerholm_V (1843).JPG",5.93783627185866,26
"497","Noerholm_V (1845).JPG",5.93783627185866,17
"498","Noerholm_V (1846).JPG",5.93783627185866,18
"499","Noerholm_V (1847).JPG",5.93783627185866,17
"500","Noerholm_V (1848).JPG",5.93783627185866,19
